year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Ford,Focus,S,Sedan,automatic,1fahp3en5bw174107,nc,26.0,114697.0,white,tan,crossroads nissan of wake forest,3800.0,3700.0,Mon Dec 29 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj7bm146752,pr,28.0,45905.0,gray,beige,oriental bank,7925.0,5800.0,Thu Jan 22 2015 03:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew4bg105759,fl,38.0,68622.0,black,black,r & b car sales inc,12050.0,11500.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dwxbg139691,sc,38.0,105793.0,blue,beige,dab auto world & leasing,9100.0,9200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0haxbr168135,mi,41.0,70189.0,silver,black,lease plan usa,8375.0,8300.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4br299836,nv,36.0,32935.0,gray,black,ge fleet services for itself/servicer,10100.0,10750.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja9br203547,tx,27.0,86880.0,—,beige,wheels lt,8025.0,10000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Mustang,V6,Coupe,,1zvbp8am8b5111547,az,,64313.0,red,—,chapman ford llc,11050.0,11000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SPORT,Sedan,automatic,3fahp0kc0br328789,mi,42.0,49173.0,red,black,ford motor credit company llc,12600.0,13200.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fjxbm102139,fl,,27931.0,black,black,mini of wesley chapel,9100.0,10000.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Ford,Fusion,S,Sedan,automatic,3fahp0ga9br226804,ut,44.0,51056.0,red,brown,larry h. miller fleet lease,8200.0,8600.0,Wed Jan 07 2015 11:30:00 GMT-0800 (PST)
2011,Ford,Transit Connect,Cargo Van XL,Minivan,automatic,nm0ls7an8bt060617,ny,28.0,44099.0,white,gray,ford motor credit company llc,12550.0,10100.0,Mon Dec 22 2014 14:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw7bg179257,nj,28.0,85402.0,silver,gray,fleet depot,9550.0,8100.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha2br164676,va,28.0,113346.0,red,black,mcmb financial,6425.0,6700.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2011,Ford,Flex,Titanium,Wagon,automatic,2fmhk6dt9bbd23481,nj,38.0,73617.0,silver,gray,sansone jrs 66 nissan,18350.0,18700.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew5bg188022,pr,38.0,36962.0,white,gray,ge fleet services for itself/servicer,12650.0,10800.0,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew3bg177147,mo,36.0,35121.0,—,black,ford motor credit company llc pd,13400.0,13000.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2011,Ford,Fusion,S,Sedan,automatic,3fahp0ga3br171606,pa,28.0,131711.0,black,gray,dwyer instruments,5950.0,4400.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha7br264045,fl,41.0,68434.0,gray,gray,apex fleet as agent or assignee of gecfs,8500.0,9400.0,Fri Dec 19 2014 09:45:00 GMT-0800 (PST)
2011,Ford,Mustang,GT,Coupe,automatic,1zvbp8cf0b5142578,nc,42.0,90283.0,silver,black,crossroads ford lincoln of sanford inc,13850.0,15800.0,Mon Dec 22 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej0bm144269,oh,26.0,123771.0,black,black,ford motor credit company llc pd,4325.0,3100.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha7br251702,tx,38.0,90068.0,blue,black,donlen corporation,7500.0,8200.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,F-150,XLT,SuperCab,automatic,1ftfx1ef3bfa09669,mi,23.0,29618.0,red,gray,runde chevrolet inc,23200.0,19800.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha6br156189,pa,26.0,73602.0,blue,black,j magnone auto group llc,8325.0,7700.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha0br266302,mi,35.0,67828.0,blue,black,myrddin fleet services,8525.0,8200.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Flex,SE,Wagon,automatic,2fmgk5bc0bbd01460,fl,28.0,116890.0,blue,tan,ge fleet services for itself/servicer,9225.0,9000.0,Fri Dec 19 2014 09:45:00 GMT-0800 (PST)
2011,Ford,Flex,SE,Wagon,automatic,2fmgk5bc8bbd26266,tx,36.0,87606.0,—,gray,wheels lt,10600.0,11100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Fusion,S,Sedan,automatic,3fahp0ga0br331196,ut,42.0,49353.0,white,tan,larry h. miller fleet lease,8275.0,9100.0,Wed Jan 07 2015 11:30:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn0bw125279,wi,,18958.0,blue,black,blue moon auto inc,8425.0,9000.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,Regular Cab,automatic,1ftkr1ad1bpa33573,ny,19.0,108337.0,white,gray,flexco fleet services,6575.0,3000.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha3br251518,az,24.0,91421.0,black,black,remarketing by ge/flagship credit acceptance,7425.0,6600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Taurus,Limited,Sedan,automatic,1fahp2fwxbg158402,fl,32.0,68811.0,—,black,ford motor credit company llc,12900.0,11200.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja8br158729,ga,25.0,34442.0,off-white,black,atlanta motor company inc.,11100.0,11200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Mustang,V6,Coupe,manual,1zvbp8am4b5163144,ca,43.0,129729.0,gray,brown,california fleet inc,7275.0,8500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SEL,Sedan,,3fadp4cjxbm117096,az,24.0,105891.0,blue,black,repo remarketing/vantage west credit union,5975.0,3100.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,SuperCab,,1ftkr1ed2bpa18350,pr,34.0,38202.0,white,gray,lease plan usa,12500.0,11100.0,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Mustang,GT Premium,Coupe,automatic,1zvbp8cf6b5130449,fl,35.0,46278.0,—,brown,ford motor credit company llc,17750.0,17500.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,SuperCab,automatic,1ftkr1edxbpa05426,fl,37.0,20075.0,white,black,napletons north palm auto park inc,11750.0,9200.0,Thu Jan 15 2015 02:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,,3fahp0ja6br212884,pa,,71790.0,gray,black,fiserv/steward financial services,9000.0,5500.0,Fri Dec 19 2014 08:32:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw3bg153352,ga,39.0,79026.0,gray,beige,ge fleet services for itself/servicer,10450.0,11400.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha7br250677,mi,36.0,39956.0,blue,black,community choice credit union,9800.0,8900.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9br324066,az,41.0,67342.0,silver,black,ge fleet services for itself/servicer,8500.0,8000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9br197724,pa,31.0,85938.0,white,gray,u s rallye limited,7700.0,6700.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha1br194039,oh,21.0,60221.0,white,tan,wells fargo dealer services,8875.0,6800.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha2br266625,mi,,68572.0,gray,gray,metro wholesale outlet inc,8450.0,9000.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha1br263098,tx,,82569.0,—,black,ford motor credit company llc,7850.0,6500.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw1bg179559,nj,42.0,37429.0,—,tan,ari,12150.0,10700.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l35br268568,in,27.0,70754.0,blue,black,ge fleet services for itself/servicer,11400.0,8000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha3br213903,fl,21.0,95311.0,white,gray,nicholas financial inc/clearwater,7275.0,7000.0,Thu Dec 18 2014 15:01:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha2br159462,pa,31.0,106060.0,off-white,beige,ford motor credit company llc,6775.0,6100.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej7bm161876,fl,,49678.0,lime,black,weikert ford inc,7550.0,7400.0,Wed Dec 17 2014 00:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja6br323130,pa,42.0,93674.0,silver,black,adcock brothers inc,7675.0,7400.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7bn6bt044222,fl,34.0,71262.0,white,gray,ge fleet services for itself/servicer,11250.0,11700.0,Fri Jan 16 2015 01:35:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn0bw120647,mi,28.0,73856.0,red,black,advia credit union,6850.0,5600.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,Regular Cab,automatic,1ftkr1ad0bpa33550,ny,28.0,115860.0,white,gray,flexco fleet services,6125.0,4000.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,SuperCab,automatic,1ftkr1ed6bpa22613,ga,32.0,93239.0,white,—,sutton leasing inc,7900.0,7800.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Mustang,GT,Coupe,automatic,1zvbp8cf0b5127806,tx,,58782.0,blue,—,leif johnson ford,16350.0,12300.0,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha2br332834,nj,28.0,87379.0,silver,black,paramus ford inc,7750.0,7900.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja4br278852,il,24.0,49889.0,burgundy,black,ford motor credit company llc,10300.0,10700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja7br126922,mi,,71132.0,black,black,metro wholesale outlet inc,8950.0,9300.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0cg6br346330,mi,33.0,102095.0,gray,black,santander consumer,7275.0,7300.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Mustang,V6,Coupe,automatic,1zvbp8am3b5137148,az,43.0,34160.0,gray,gray,sierra toyota,14600.0,14100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn2bw124621,fl,48.0,32347.0,silver,black,ford-lincoln dealer program,8000.0,9400.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Ranger,XLT,SuperCab,automatic,1ftkr1ee0bpb20982,mn,23.0,48124.0,white,gray,capital one auto finance,12400.0,11000.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Ford,Flex,SEL,Wagon,automatic,2fmgk5cc5bbd13201,fl,,17815.0,blue,gray,central florida lincoln mercury inc,19750.0,18000.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2011,Ford,Ranger,XLT,SuperCab,automatic,1ftkr1ed0bpa35812,fl,43.0,120417.0,white,black,westfall auto sales,8950.0,8000.0,Wed Jan 21 2015 01:10:00 GMT-0800 (PST)
2011,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj0bm167923,co,29.0,68812.0,blue,black,gm financial,7525.0,7100.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha0br119011,pa,29.0,53934.0,blue,black,ford-lincoln dealer program,9150.0,9600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj5bm240543,il,36.0,40597.0,green,beige,ford motor credit company llc,8625.0,8500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn7bw110021,pa,39.0,70285.0,red,tan,charles & son auto sls inc,6950.0,6500.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,,1fahp2hw8bg154958,pa,37.0,79525.0,white,black,ford motor credit company llc,11200.0,11800.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,SuperCab,manual,1ftlr4fe9bpa78512,oh,41.0,62504.0,blue,gray,exceptional motorcar llc,14900.0,14900.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha2br207851,il,36.0,20557.0,gray,black,ford motor credit company llc,10600.0,9400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Mustang,GT,Coupe,automatic,1zvbp8cf5b5156816,ga,42.0,70930.0,red,black,remarketing by ge/summit financial corp,15350.0,16700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Focus,S,Sedan,manual,1fahp3en5bw178092,mi,,41671.0,blue,gray,metro wholesale outlet inc,7375.0,6000.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,SuperCab,,1ftkr1ed5bpa68496,pr,41.0,63031.0,white,gray,lease plan usa,9575.0,10200.0,Tue Dec 30 2014 11:30:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn9bw203509,pr,3.0,36533.0,gray,black,oriental bank,8175.0,5000.0,Tue Dec 30 2014 11:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew9bg154374,fl,,66638.0,gray,gray,elder ford of tampa,12250.0,11400.0,Thu Dec 18 2014 16:50:00 GMT-0800 (PST)
2011,Ford,Flex,Limited,Wagon,automatic,2fmhk6dcxbbd23201,nc,35.0,48355.0,burgundy,black,remarketing by ge/manheim pennsylvania,20900.0,16500.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,SuperCab,automatic,1ftkr1edxbpa16541,in,19.0,72378.0,white,gray,fiserv,9625.0,5900.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Flex,SE,Wagon,,2fmgk5bcxbbd27130,mi,41.0,64473.0,silver,black,dean sellers ford,11500.0,11300.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw5bg171089,mi,41.0,85568.0,white,tan,santander consumer,9900.0,11000.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dwxbg145037,pr,35.0,63874.0,black,gray,donlen corporation,10800.0,6700.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Transit Connect,Cargo Van XL,Minivan,automatic,nm0ls7an4bt067984,ny,24.0,23467.0,white,gray,ford motor credit company llc,13100.0,12500.0,Wed Jan 07 2015 09:20:00 GMT-0800 (PST)
2011,Ford,Fusion,SPORT,Sedan,automatic,3fahp0kc9br325549,nv,42.0,46122.0,silver,black,parkway motors,12800.0,12800.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja5br261557,tx,36.0,92962.0,white,gray,donlen corporation,7725.0,8900.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew2bg155902,ga,44.0,91638.0,blue,tan,wells fargo dealer services,11050.0,9200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Ranger,XLT,SuperCab,automatic,1ftkr1ed7bpa55460,il,35.0,111629.0,white,black,mike albert fleet solutions,10450.0,6600.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,SuperCab,manual,1ftlr4fe0bpa00510,mi,49.0,19341.0,red,gray,larry hudson chevrolet buick gmc inc,18700.0,17500.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SHO,Sedan,automatic,1fahp2kt7bg155243,mo,38.0,50800.0,—,black,ford motor credit company llc pd,18950.0,19700.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2011,Ford,Focus,SES,Sedan,automatic,1fahp3gn9bw163737,mi,5.0,56858.0,blue,black,kevins marysville auto sales inc,8150.0,9100.0,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
2011,Ford,Mustang,V6,Coupe,manual,1zvbp8am1b5153543,tx,41.0,35990.0,white,black,shamaley buick gmc,12300.0,13250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,,3fahp0ha3br187237,pr,34.0,77403.0,gray,black,phh management services,8075.0,6900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0jgxbr257136,nc,38.0,94230.0,black,black,santander consumer,8300.0,8700.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Flex,SE,Wagon,automatic,2fmgk5bcxbbd12000,ca,35.0,29954.0,black,black,ford motor credit company llc,13000.0,17900.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj7bm164503,tx,37.0,41713.0,silver,black,remarketing by ge/flagship credit acceptance,8575.0,8500.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Taurus,Limited,Sedan,automatic,1fahp2fwxbg149442,ca,41.0,82816.0,gray,black,ars/executive car leasing co,12050.0,12000.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SEL,Sedan,automatic,3fadp4cj9bm105330,pr,3.0,61218.0,blue,black,scotiabank de puerto rico,7900.0,4100.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw0bg182680,nj,35.0,79059.0,silver,gray,ari,10450.0,9500.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2hw2bg148430,tn,42.0,27159.0,—,black,ford-lincoln dealer program,12850.0,16500.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2011,Ford,Mustang,V6,Coupe,automatic,1zvbp8am5b5120576,nv,24.0,65847.0,blue,black,fairway chevrolet,11700.0,11000.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
2011,Ford,Focus,S,Sedan,automatic,1fahp3en8bw100762,nc,,57461.0,black,tan,crown ford,6700.0,6400.0,Thu Dec 18 2014 14:30:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew0bg158197,va,31.0,56720.0,—,gray,ari,12200.0,9300.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0hg1br153883,il,49.0,33473.0,blue,black,ford motor credit company llc,10550.0,11600.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha6br299823,az,43.0,89592.0,gray,black,ge fleet services for itself/servicer,7525.0,8100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4br136717,ny,42.0,102122.0,black,black,ari,7100.0,6300.0,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Mustang,GT,Convertible,automatic,1zvbp8ff0b5119183,mi,33.0,41756.0,blue,black,jepson car co llc,20800.0,20400.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha1br256054,il,19.0,62153.0,red,beige,ford motor credit company llc,8750.0,8100.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew6bg159497,tx,,144735.0,burgundy,gray,mike brown ford,8775.0,8300.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Flex,Limited,Wagon,automatic,2fmhk6dc8bbd09555,mi,35.0,122560.0,black,black,grace motors,11050.0,12200.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha2br342229,ne,39.0,24010.0,white,tan,assets recovered,10500.0,9000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew6bg113586,ny,33.0,218513.0,red,gray,adk auto brokers inc,8775.0,7200.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj8bm164970,tx,21.0,104758.0,black,gray,caprock auto remarketing,5400.0,5200.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw0bg139862,pr,35.0,21229.0,white,gray,wheels exchange llc,12100.0,10200.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0jg8br292175,mn,33.0,17974.0,—,black,ford motor credit company llc,12900.0,11600.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2011,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj8bm227821,fl,,38095.0,red,black,the auto site inc,8700.0,9500.0,Fri Dec 19 2014 09:25:00 GMT-0800 (PST)
2011,Ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l30br346349,pa,21.0,54670.0,gray,gray,ge fleet services for itself/servicer,12350.0,11000.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,SuperCab,automatic,1ftlr4fexbpa69186,tx,,130497.0,silver,—,fairway ford henderson,11950.0,9000.0,Mon Dec 22 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Flex,Limited,Wagon,automatic,2fmgk5dc2bbd01733,mi,46.0,26182.0,blue,black,stratford hyundai,22000.0,20800.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn4bw198266,in,19.0,83194.0,red,black,park fcu,6600.0,5300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,SuperCab,,1ftlr4fe6bpa63627,pa,35.0,42990.0,gray,black,ford-lincoln dealer program,16550.0,18700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,SuperCab,,1ftkr1edxbpa08665,ga,24.0,104654.0,white,black,sutton leasing inc,6725.0,5300.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0haxbr156695,ne,35.0,100914.0,white,tan,consumer portfolio services,7025.0,5000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha6br202619,co,32.0,98850.0,gray,black,bellco fcu,7100.0,6100.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn6bw174714,fl,42.0,38298.0,red,gray,hyundai of new port richey,7875.0,8900.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Ford,Flex,SE,Wagon,automatic,2fmgk5bc5bbd15287,mo,21.0,63710.0,green,tan,fiserv/sierra auto finance,11550.0,10100.0,Mon Dec 22 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l30br185193,tx,19.0,88204.0,blue,black,wheels lt,10400.0,9500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ewxbg150463,pr,46.0,22796.0,white,beige,wheels exchange llc,13550.0,10800.0,Tue Dec 30 2014 11:30:00 GMT-0800 (PST)
2011,Ford,Focus,S,Sedan,automatic,1fahp3en4bw117283,tx,19.0,102839.0,white,gray,caprock auto remarketing,4775.0,4100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ford,Focus,SES,Sedan,automatic,1fahp3gn3bw136596,il,27.0,47240.0,blue,black,wells fargo dealer services,8425.0,7600.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,GMC,Sierra 3500HD,SLE,Crew Cab,automatic,1gt423c87bf190359,ut,26.0,115100.0,white,black,excell auto center,23600.0,22500.0,Wed Jan 07 2015 11:30:00 GMT-0800 (PST)
2011,Honda,Accord,LX,Sedan,automatic,1hgcp2f3xba143882,tn,36.0,72666.0,—,gray,tdaf remarketing,9525.0,10200.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2011,GMC,Acadia,Denali,SUV,automatic,1gkkvted7bj365560,tn,46.0,51077.0,white,beige,wholesale inc # 2,25100.0,27250.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2011,GMC,Yukon,Denali,SUV,automatic,1gks2eefxbr352387,mi,5.0,22006.0,silver,black,kevins marysville auto sales inc,36700.0,39500.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
